year,km_driven,fuel,seller_type,transmission,owner,new_name,seats,mileage,engine,max_power,torque_nm,max_torque_rpm,country owner,was_filledna,age,km_per_year,is_automatic_flag,is_first_owner_flag,engine per liter,is_passenger_car_flag,is_dealer,brand_grouped,power_per_liter,torque_per_liter,car_age_pol,selling_price
2016.0,40000,Diesel,Individual,Manual,First Owner,Hyundai,5,22.54,1396,88.73,219.7,1500.0,South Korea,0,9.0,4444.444444444444,0,1,1.396,1,0,Hyundai,63.56017191977078,157.378223495702,81.0,700000
2015.0,110000,Diesel,Individual,Manual,Third Owner,Maruti,7,20.77,1248,88.76,200.0,1750.0,India,0,10.0,11000.0,0,0,1.248,0,0,Maruti,71.12179487179488,160.25641025641025,100.0,650000
2015.0,48000,Diesel,Individual,Manual,Second Owner,Hyundai,5,19.67,1582,126.2,259.9,1900.0,South Korea,0,10.0,4800.0,0,0,1.582,1,0,Hyundai,79.7724399494311,164.28571428571428,100.0,1300000
2016.0,97000,Diesel,Individual,Automatic,First Owner,Volkswagen,5,16.96,1968,138.03,320.0,1750.0,Germany,0,9.0,10777.777777777777,1,1,1.968,1,0,Volkswagen,70.13719512195122,162.60162601626016,81.0,1350000
2016.0,60000,Diesel,Individual,Automatic,First Owner,Volkswagen,5,22.15,1498,108.6,250.0,1500.0,Germany,0,9.0,6666.666666666667,1,1,1.498,1,0,Volkswagen,72.49666221628839,166.88918558077435,81.0,1000000
2011.0,110000,Diesel,Individual,Automatic,Third Owner,Mercedes-Benz,5,11.1878,2982,165.0,450.1999999999998,1600.0,Germany,0,14.0,7857.142857142857,1,0,2.982,1,0,Other,55.23937060595915,170.73987278205556,196.0,1700000
2018.0,12800,Petrol,Individual,Automatic,First Owner,Toyota,5,17.8,1496,105.5,140.0,4200.0,Japan,0,7.0,1828.5714285714287,1,1,1.496,1,0,Toyota,70.52139037433155,93.58288770053476,49.0,1080000
2012.0,40000,Petrol,Individual,Manual,First Owner,Hyundai,5,21.1,814,55.2,74.5,4000.0,South Korea,0,13.0,3076.923076923077,0,1,0.814,1,0,Hyundai,67.81326781326783,91.52334152334153,169.0,170000
2017.0,49000,Diesel,Individual,Manual,First Owner,Maruti,5,28.4,1248,74.0,190.0,2000.0,India,0,8.0,6125.0,0,1,1.248,1,0,Maruti,59.294871794871796,152.24358974358975,64.0,610000
2014.0,25000,Petrol,Individual,Manual,First Owner,Maruti,5,18.5,1197,85.8,114.0,4000.0,India,0,11.0,2272.7272727272725,0,1,1.197,1,0,Maruti,71.67919799498746,95.23809523809523,121.0,350000
2015.0,20000,Diesel,Individual,Manual,First Owner,Fiat,5,20.4,1248,91.7,209.0,2000.0,Italy,0,10.0,2000.0,0,1,1.248,1,0,Other,73.4775641025641,167.46794871794873,100.0,700000
2018.0,17000,Petrol,Individual,Manual,First Owner,Volkswagen,5,18.78,999,75.0,95.0,3000.0,Germany,0,7.0,2428.5714285714284,0,1,0.999,1,0,Volkswagen,75.07507507507508,95.09509509509509,49.0,678000
2014.0,120000,Diesel,Individual,Manual,Second Owner,Toyota,5,23.59,1364,67.04,170.0,1800.0,Japan,0,11.0,10909.09090909091,0,0,1.364,1,0,Toyota,49.14956011730205,124.63343108504398,121.0,400000
2010.0,49000,Petrol,Individual,Manual,First Owner,Hyundai,5,18.5,1197,80.0,111.79581,4000.0,South Korea,0,15.0,3266.6666666666665,0,1,1.197,1,0,Hyundai,66.83375104427736,93.39666666666666,225.0,300000
2016.0,29000,Petrol,Individual,Manual,First Owner,Hyundai,5,18.6,1197,81.83,114.7,4000.0,South Korea,0,9.0,3222.222222222222,0,1,1.197,1,0,Hyundai,68.3625730994152,95.82289055973266,81.0,520000
2017.0,55000,Diesel,Individual,Automatic,First Owner,Nissan,5,19.61,1461,108.5,248.0,2250.0,Japan,0,8.0,6875.0,1,1,1.461,1,0,Other,74.26420260095824,169.74674880219027,64.0,850000
2017.0,35000,Diesel,Individual,Manual,First Owner,Tata,5,21.5,1497,108.5,260.0,1500.0,India,0,8.0,4375.0,0,1,1.497,1,0,Tata,72.47828991315964,173.68069472277887,64.0,830000
2018.0,5000,Petrol,Individual,Manual,Second Owner,Datsun,5,20.63,1198,67.0,104.0,4000.0,Japan,0,7.0,714.2857142857143,0,0,1.198,1,0,Other,55.92654424040067,86.81135225375627,49.0,430000
2017.0,60000,Diesel,Individual,Manual,First Owner,Ford,5,22.77,1498,98.59,205.0,1750.0,USA,0,8.0,7500.0,0,1,1.498,1,0,Ford,65.81441922563418,136.84913217623497,64.0,850000
2017.0,70000,Petrol,Individual,Manual,First Owner,Maruti,5,20.85,1197,83.14,115.0,4000.0,India,0,8.0,8750.0,0,1,1.197,1,0,Maruti,69.45697577276525,96.0735171261487,64.0,650000
2008.0,120000,Diesel,Individual,Manual,Second Owner,Hyundai,5,16.8,1493,110.0,235.3596,1900.0,South Korea,0,17.0,7058.823529411765,0,0,1.493,1,0,Hyundai,73.67716008037507,157.64206296048224,289.0,120000
2016.0,65100,Diesel,Individual,Manual,Second Owner,Mahindra,7,18.49,1493,100.0,240.0,1600.0,India,0,9.0,7233.333333333333,0,0,1.493,0,0,Mahindra,66.97923643670461,160.75016744809108,81.0,730000
2019.0,20000,Petrol,Individual,Automatic,First Owner,Maruti,5,20.89,1197,81.8,113.0,4200.0,India,0,6.0,3333.3333333333335,1,1,1.197,1,0,Maruti,68.33751044277359,94.40267335004177,36.0,525000
2015.0,108000,Diesel,Individual,Manual,First Owner,Hyundai,5,21.19,1396,88.73,220.0,1500.0,South Korea,0,10.0,10800.0,0,1,1.396,1,0,Hyundai,63.56017191977078,157.59312320916908,100.0,600000
2019.0,15000,Petrol,Individual,Manual,First Owner,Maruti,5,21.21,1197,81.8,113.0,4200.0,India,0,6.0,2500.0,0,1,1.197,1,0,Maruti,68.33751044277359,94.40267335004177,36.0,500000
2009.0,77000,Petrol,Individual,Manual,First Owner,Hyundai,5,17.92,1086,62.1,96.1,3000.0,South Korea,0,16.0,4812.5,0,1,1.086,1,0,Hyundai,57.18232044198895,88.48987108655616,256.0,150000
2015.0,18500,Petrol,Individual,Manual,First Owner,Maruti,5,20.51,998,67.04,90.0,3500.0,India,0,10.0,1850.0,0,1,0.998,1,0,Maruti,67.17434869739479,90.18036072144288,100.0,409999
2015.0,15200,Petrol,Individual,Manual,First Owner,Renault,5,25.17,799,53.3,72.0,4386.0,France,0,10.0,1520.0,0,1,0.799,1,0,Renault,66.7083854818523,90.11264080100125,100.0,290000
2015.0,35000,Petrol,Individual,Manual,First Owner,Honda,7,17.3,1497,117.3,145.0,4600.0,Japan,0,10.0,3500.0,0,1,1.497,0,0,Honda,78.3567134268537,96.86038744154976,100.0,500000
2011.0,80000,Diesel,Individual,Manual,First Owner,Hyundai,5,22.32,1582,126.32,259.8,1900.0,South Korea,0,14.0,5714.285714285715,0,1,1.582,1,0,Hyundai,79.84829329962072,164.22250316055624,196.0,475000
2013.0,70000,Petrol,Individual,Manual,First Owner,Hyundai,5,21.1,814,55.2,74.5,4000.0,South Korea,0,12.0,5833.333333333333,0,1,0.814,1,0,Hyundai,67.81326781326783,91.52334152334153,144.0,190000
2014.0,80000,Diesel,Individual,Manual,Second Owner,Mahindra,7,15.1,2179,140.0,330.0,1600.0,India,0,11.0,7272.727272727273,0,0,2.179,0,0,Mahindra,64.24965580541533,151.44561725562187,121.0,750000
2014.0,120000,Diesel,Individual,Manual,Second Owner,Nissan,5,19.01,1461,108.5,248.0,2250.0,Japan,0,11.0,10909.09090909091,0,0,1.461,1,0,Other,74.26420260095824,169.74674880219027,121.0,525000
2012.0,82000,Diesel,Individual,Manual,Third Owner,Chevrolet,5,17.3,1998,163.7,380.0,2000.0,USA,0,13.0,6307.692307692308,0,0,1.998,1,0,Chevrolet,81.93193193193193,190.19019019019018,169.0,495000
2010.0,60000,Petrol,Individual,Automatic,Second Owner,Honda,5,16.8,1497,118.0,146.0,4800.0,Japan,0,15.0,4000.0,1,0,1.497,1,0,Honda,78.82431529726118,97.52839011356045,225.0,321000
2017.0,50000,Petrol,Individual,Manual,First Owner,Toyota,5,17.71,1197,78.9,104.0,3100.0,Japan,0,8.0,6250.0,0,1,1.197,1,0,Toyota,65.91478696741855,86.88387635756057,64.0,585000
2011.0,70000,Diesel,Individual,Manual,First Owner,Ford,5,20.0,1399,68.0,160.0,2000.0,USA,0,14.0,5000.0,0,1,1.399,1,0,Ford,48.60614724803431,114.3674052894925,196.0,225000
2017.0,70000,Diesel,Individual,Manual,First Owner,Honda,5,25.8,1498,98.6,200.0,1750.0,Japan,0,8.0,8750.0,0,1,1.498,1,0,Honda,65.82109479305741,133.5113484646195,64.0,500000
2011.0,90000,Diesel,Individual,Manual,Third Owner,Hyundai,5,23.0,1396,90.0,219.66895999999997,1750.0,South Korea,0,14.0,6428.571428571428,0,0,1.396,1,0,Hyundai,64.46991404011462,157.35598853868194,196.0,350000
2016.0,70000,Diesel,Individual,Manual,Second Owner,Maruti,7,24.52,1248,88.5,200.0,1750.0,India,0,9.0,7777.777777777777,0,0,1.248,0,0,Maruti,70.91346153846153,160.25641025641025,81.0,756000
2014.0,50000,Petrol,Individual,Manual,First Owner,Maruti,5,22.74,796,47.3,69.0,3500.0,India,0,11.0,4545.454545454545,0,1,0.796,1,0,Maruti,59.42211055276381,86.68341708542714,121.0,240000
2012.0,120000,Petrol,Individual,Manual,Second Owner,Maruti,8,19.7,796,37.0,59.820564999999995,3000.0,India,0,13.0,9230.76923076923,0,0,0.796,0,0,Maruti,43.969849246231156,75.15146356783919,169.0,80000
2019.0,5000,Petrol,Individual,Manual,First Owner,Hyundai,5,17.19,1197,81.86,114.73,4000.0,South Korea,0,6.0,833.3333333333334,0,1,1.197,1,0,Hyundai,68.38763575605681,95.84795321637426,36.0,800000
2018.0,25000,Diesel,Individual,Manual,First Owner,Tata,7,17.6,2179,147.94,320.0,1500.0,India,0,7.0,3571.4285714285716,0,1,2.179,0,0,Tata,67.89352914180817,146.85635612666363,49.0,1250000
2009.0,80000,Diesel,Individual,Manual,Third Owner,Mahindra,7,12.05,2179,120.0,290.0,1800.0,India,0,16.0,5000.0,0,0,2.179,0,0,Mahindra,55.07113354749886,133.0885727397889,256.0,320000
2017.0,25000,Petrol,Individual,Manual,First Owner,Hyundai,5,18.9,1197,82.0,114.0,4000.0,South Korea,0,8.0,3125.0,0,1,1.197,1,0,Hyundai,68.50459482038428,95.23809523809523,64.0,509999
2008.0,80000,Petrol,Individual,Manual,Second Owner,Maruti,5,19.7,796,46.3,62.0,3000.0,India,0,17.0,4705.882352941177,0,0,0.796,1,0,Maruti,58.16582914572864,77.8894472361809,289.0,110000
2017.0,52000,Diesel,Individual,Manual,First Owner,Volkswagen,5,21.66,1498,108.62,250.0,1500.0,Germany,0,8.0,6500.0,0,1,1.498,1,0,Volkswagen,72.51001335113484,166.88918558077435,64.0,555000
2016.0,80000,Diesel,Individual,Manual,First Owner,Mahindra,6,25.32,1198,77.0,190.0,1750.0,India,0,9.0,8888.888888888889,0,1,1.198,0,0,Mahindra,64.27378964941569,158.59766277128548,81.0,375000
2011.0,77000,Diesel,Individual,Manual,Second Owner,Maruti,5,19.369999999999997,1248,81.86,160.0,2000.0,India,0,14.0,5500.0,0,0,1.248,1,0,Maruti,65.59294871794872,128.2051282051282,196.0,290000
2017.0,30000,Petrol,Individual,Manual,First Owner,Honda,5,17.5,1199,88.7,110.0,4800.0,Japan,0,8.0,3750.0,0,1,1.199,1,0,Honda,73.97831526271894,91.74311926605505,64.0,720000
2017.0,70000,Diesel,Individual,Manual,First Owner,Maruti,7,24.52,1248,88.5,200.0,1750.0,India,0,8.0,8750.0,0,1,1.248,0,0,Maruti,70.91346153846153,160.25641025641025,64.0,800000
2011.0,120000,Diesel,Individual,Manual,First Owner,Tata,7,13.93,2179,138.1,320.0,1700.0,India,0,14.0,8571.42857142857,0,1,2.179,0,0,Tata,63.37769619091326,146.85635612666363,196.0,240000
2016.0,80000,Diesel,Individual,Manual,First Owner,Ford,5,25.83,1498,99.0,215.0,1750.0,USA,0,9.0,8888.888888888889,0,1,1.498,1,0,Ford,66.08811748998664,143.52469959946595,81.0,377000
2013.0,140000,Petrol,Individual,Manual,First Owner,Maruti,7,16.02,1373,93.7,130.0,4000.0,India,0,12.0,11666.666666666666,0,1,1.373,0,0,Maruti,68.24471959213402,94.68317552804079,144.0,450000
2008.0,100000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,5,13.9,1599,103.2,146.11908499999998,3000.0,South Korea,0,17.0,5882.35294117647,0,0,1.599,1,0,Hyundai,64.54033771106943,91.3815415884928,289.0,160000
2019.0,100000,Petrol,Individual,Manual,First Owner,Hyundai,5,20.14,1197,81.86,113.75,4000.0,South Korea,0,6.0,16666.666666666668,0,1,1.197,1,0,Hyundai,68.38763575605681,95.02923976608187,36.0,525000
2011.0,168000,Diesel,Individual,Manual,Second Owner,Toyota,8,12.8,2494,102.0,200.05565999999996,1400.0,Japan,0,14.0,12000.0,0,0,2.494,0,0,Toyota,40.8981555733761,80.21477947072972,196.0,550000
2010.0,120000,Diesel,Individual,Manual,Third Owner,Chevrolet,5,18.3,1991,147.9,327.0,2600.0,USA,0,15.0,8000.0,0,0,1.991,1,0,Chevrolet,74.28427925665494,164.23907584128577,225.0,270000
2016.0,145000,Diesel,Individual,Manual,Second Owner,Toyota,5,23.59,1364,67.05,170.0,1800.0,Japan,0,9.0,16111.111111111111,0,0,1.364,1,0,Toyota,49.156891495601165,124.63343108504398,81.0,570000
2011.0,90000,Diesel,Individual,Manual,Second Owner,Ford,5,20.0,1399,68.0,160.0,2000.0,USA,0,14.0,6428.571428571428,0,0,1.399,1,0,Ford,48.60614724803431,114.3674052894925,196.0,225000
2019.0,90000,Petrol,Individual,Manual,First Owner,Hyundai,5,20.14,1197,81.86,113.75,4000.0,South Korea,0,6.0,15000.0,0,1,1.197,1,0,Hyundai,68.38763575605681,95.02923976608187,36.0,590000
2018.0,80000,Diesel,Individual,Manual,First Owner,Jeep,5,17.1,1956,170.0,350.0,1750.0,USA,0,7.0,11428.57142857143,0,1,1.956,1,0,Other,86.9120654396728,178.9366053169734,49.0,1675000
2019.0,33000,Petrol,Dealer,Manual,First Owner,Ford,5,19.4,1194,94.93,120.0,4250.0,USA,0,6.0,5500.0,0,1,1.194,1,1,Ford,79.50586264656617,100.50251256281408,36.0,800000
2014.0,13500,Petrol,Individual,Manual,First Owner,Chevrolet,5,18.2,1199,82.4,108.5,4800.0,USA,0,11.0,1227.2727272727273,0,1,1.199,1,0,Chevrolet,68.72393661384487,90.49207673060883,121.0,450000
2012.0,80000,Diesel,Individual,Manual,First Owner,Tata,5,17.0,1405,70.0,132.389775,2500.0,India,0,13.0,6153.846153846154,0,1,1.405,1,0,Tata,49.8220640569395,94.22759786476867,169.0,300000
2017.0,20000,Petrol,Individual,Manual,First Owner,Hyundai,5,18.6,1197,81.83,114.7,4000.0,South Korea,0,8.0,2500.0,0,1,1.197,1,0,Hyundai,68.3625730994152,95.82289055973266,64.0,645000
2013.0,58000,Diesel,Individual,Manual,First Owner,Maruti,5,23.4,1248,74.0,190.0,2000.0,India,0,12.0,4833.333333333333,0,1,1.248,1,0,Maruti,59.294871794871796,152.24358974358975,144.0,520000
2015.0,30000,Petrol,Individual,Manual,First Owner,Honda,5,17.4,1497,117.3,145.0,4600.0,Japan,0,10.0,3000.0,0,1,1.497,1,0,Honda,78.3567134268537,96.86038744154976,100.0,700000
2000.39,50000,Petrol,Individual,Manual,Second Owner,Maruti,4,16.1,796,37.0,59.0,2500.0,India,0,23.00999999999999,2000.0,0,0,0.796,1,0,Maruti,46.482412060301506,74.12060301507537,529.4699999999996,45000
2016.0,73000,Diesel,Individual,Manual,First Owner,Ford,5,25.83,1498,99.0,215.0,1750.0,USA,0,9.0,8111.111111111111,0,1,1.498,1,0,Ford,66.08811748998664,143.52469959946595,81.0,459999
2014.0,90000,Diesel,Individual,Manual,Second Owner,Maruti,5,23.2,1248,73.94,190.0,2000.0,India,0,11.0,8181.818181818182,0,0,1.248,1,0,Maruti,59.24679487179487,152.24358974358975,121.0,325000
2015.0,50000,Petrol,Individual,Manual,Second Owner,Maruti,5,20.51,998,67.04,90.0,3500.0,India,0,10.0,5000.0,0,0,0.998,1,0,Maruti,67.17434869739479,90.18036072144288,100.0,350000
2011.0,80000,Diesel,Individual,Manual,Third Owner,Hyundai,5,22.32,1582,126.3,259.9,1900.0,South Korea,0,14.0,5714.285714285715,0,0,1.582,1,0,Hyundai,79.83565107458912,164.28571428571428,196.0,440000
2011.0,70000,Diesel,Individual,Manual,Second Owner,Hyundai,5,21.9,1396,90.0,219.66895999999997,1750.0,South Korea,0,14.0,5000.0,0,0,1.396,1,0,Hyundai,64.46991404011462,157.35598853868194,196.0,320000
2011.0,41000,Petrol,Individual,Manual,First Owner,Chevrolet,5,18.0,995,62.0,90.3,4200.0,USA,0,14.0,2928.5714285714284,0,1,0.995,1,0,Chevrolet,62.311557788944725,90.7537688442211,196.0,169000
2013.0,50000,Petrol,Individual,Manual,Fourth & Above Owner,Volkswagen,5,16.47,1198,73.9,110.0,3750.0,Germany,0,12.0,4166.666666666667,0,0,1.198,1,0,Volkswagen,61.68614357262104,91.81969949916528,144.0,350000
2014.0,113226,Diesel,Dealer,Manual,First Owner,Ford,5,19.68,1399,67.0,160.0,2000.0,USA,0,11.0,10293.272727272728,0,1,1.399,1,1,Ford,47.89135096497498,114.3674052894925,121.0,350000
2013.0,90000,Diesel,Individual,Manual,Second Owner,Ford,5,20.0,1399,68.1,160.0,2000.0,USA,0,12.0,7500.0,0,0,1.399,1,0,Ford,48.67762687634024,114.3674052894925,144.0,310000
2007.0,70000,Petrol,Individual,Manual,Third Owner,Maruti,5,19.369999999999997,1248,81.86,160.0,2000.0,India,0,18.0,3888.8888888888887,0,0,1.248,1,0,Maruti,65.59294871794872,128.2051282051282,324.0,150000
2010.0,160500,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,5,13.5,2179,115.0,277.5,1700.0,India,0,15.0,10700.0,0,0,2.179,1,0,Mahindra,52.77650298301974,127.35199632859111,225.0,420000
2015.0,30000,Petrol,Individual,Automatic,First Owner,Maruti,5,19.12,1373,91.1,130.0,4000.0,India,0,10.0,3000.0,1,1,1.373,1,0,Maruti,66.35105608157319,94.68317552804079,100.0,685000
2014.0,132000,Diesel,Individual,Manual,Second Owner,Renault,5,19.72,1461,108.45,245.0,1750.0,France,0,11.0,12000.0,0,0,1.461,1,0,Renault,74.22997946611909,167.6933607118412,121.0,560000
2013.0,120000,Diesel,Individual,Manual,Third Owner,Maruti,5,22.9,1248,74.0,190.0,2000.0,India,0,12.0,10000.0,0,0,1.248,1,0,Maruti,59.294871794871796,152.24358974358975,144.0,470000
2011.0,80000,Petrol,Individual,Manual,Second Owner,Hyundai,5,16.2,1599,103.2,146.11908499999998,3000.0,South Korea,0,14.0,5714.285714285715,0,0,1.599,1,0,Hyundai,64.54033771106943,91.3815415884928,196.0,380000
2015.0,57000,Diesel,Individual,Manual,Second Owner,Mahindra,7,15.4,1997,120.0,280.0,1800.0,India,0,10.0,5700.0,0,0,1.997,0,0,Mahindra,60.090135202804206,140.21031547320982,100.0,670000
2016.0,25000,Petrol,Individual,Manual,First Owner,Hyundai,5,17.01,1591,121.3,154.9,4200.0,South Korea,0,9.0,2777.777777777778,0,1,1.591,1,0,Hyundai,76.24135763670647,97.36015084852295,81.0,749000
2015.0,80000,Diesel,Individual,Manual,Second Owner,Hyundai,5,19.67,1582,126.2,259.9,1900.0,South Korea,0,10.0,8000.0,0,0,1.582,1,0,Hyundai,79.7724399494311,164.28571428571428,100.0,899000
2011.0,88000,Diesel,Individual,Manual,Third Owner,Chevrolet,5,16.52,1991,123.7,305.0,2000.0,USA,0,14.0,6285.714285714285,0,0,1.991,1,0,Chevrolet,62.12958312405826,153.1893520843797,196.0,290000
2014.0,217000,Diesel,Individual,Manual,Second Owner,Toyota,7,12.99,2494,100.6,200.0,1400.0,Japan,0,11.0,17501.666666666664,0,0,2.494,0,0,Toyota,40.336808340016034,80.19246190858058,121.0,869999
2015.0,60000,Petrol,Individual,Manual,First Owner,Datsun,7,20.62,1198,67.0,104.0,4000.0,Japan,0,10.0,6000.0,0,1,1.198,0,0,Other,55.92654424040067,86.81135225375627,100.0,350000
2017.0,43000,Petrol,Individual,Manual,First Owner,Maruti,5,20.85,1197,83.14,115.0,4000.0,India,0,8.0,5375.0,0,1,1.197,1,0,Maruti,69.45697577276525,96.0735171261487,64.0,500000
2014.0,77000,Diesel,Individual,Automatic,Second Owner,Skoda,5,21.66,1498,103.6,250.0,1500.0,Czech Republic,0,11.0,7000.0,1,0,1.498,1,0,Other,69.1588785046729,166.88918558077435,121.0,400000
2015.0,40000,Petrol,Individual,Manual,Second Owner,Maruti,5,22.74,796,47.3,69.0,3500.0,India,0,10.0,4000.0,0,0,0.796,1,0,Maruti,59.42211055276381,86.68341708542714,100.0,220000
2014.0,139000,Diesel,Individual,Manual,Second Owner,Chevrolet,8,18.2,1248,73.8,172.5,1750.0,USA,0,11.0,12636.363636363636,0,0,1.248,0,0,Chevrolet,59.13461538461538,138.22115384615384,121.0,190000
2016.0,80000,Petrol,Individual,Manual,First Owner,Hyundai,5,18.9,1197,82.0,114.0,4000.0,South Korea,0,9.0,8888.888888888889,0,1,1.197,1,0,Hyundai,68.50459482038428,95.23809523809523,81.0,400000
2014.0,76000,Diesel,Individual,Manual,Second Owner,Chevrolet,5,25.44,936,56.3,142.5,1750.0,USA,0,11.0,6909.090909090909,0,0,0.936,1,0,Chevrolet,60.14957264957264,152.24358974358972,121.0,170000
2007.0,62000,Petrol,Individual,Manual,Second Owner,Maruti,4,16.1,796,37.0,59.0,2500.0,India,0,18.0,3444.4444444444443,0,0,0.796,1,0,Maruti,46.482412060301506,74.12060301507537,324.0,60000
2007.0,110000,Petrol,Individual,Manual,Second Owner,Tata,7,12.0,2092,127.0,196.13299999999998,3750.0,India,0,18.0,6111.111111111111,0,0,2.092,0,0,Tata,60.70745697896749,93.75382409177818,324.0,300000
2012.0,40000,Petrol,Individual,Manual,Second Owner,Chevrolet,5,16.2,995,62.1,90.3,4200.0,USA,0,13.0,3076.923076923077,0,0,0.995,1,0,Chevrolet,62.41206030150754,90.7537688442211,169.0,125000
2013.0,120000,Diesel,Individual,Manual,Second Owner,Tata,5,19.369999999999997,1248,81.86,160.0,2000.0,India,0,12.0,10000.0,0,0,1.248,1,0,Tata,65.59294871794872,128.2051282051282,144.0,130000
2012.0,248020,Diesel,Individual,Manual,First Owner,Mahindra,7,15.1,2179,140.0,330.0,1600.0,India,0,13.0,17501.666666666664,0,1,2.179,0,0,Mahindra,64.24965580541533,151.44561725562187,169.0,500000
2011.0,70000,Petrol,Individual,Manual,Third Owner,Maruti,5,19.7,796,46.3,62.0,3000.0,India,0,14.0,5000.0,0,0,0.796,1,0,Maruti,58.16582914572864,77.8894472361809,196.0,170000
2012.0,77000,Diesel,Individual,Manual,Second Owner,Maruti,5,19.3,1248,73.9,190.0,2000.0,India,0,13.0,5923.076923076923,0,0,1.248,1,0,Maruti,59.21474358974359,152.24358974358975,169.0,310000
2011.0,110000,Petrol,Individual,Manual,Second Owner,Chevrolet,5,18.0,995,62.0,90.3,4200.0,USA,0,14.0,7857.142857142857,0,0,0.995,1,0,Chevrolet,62.311557788944725,90.7537688442211,196.0,130000
2016.0,20000,Petrol,Individual,Manual,First Owner,Maruti,5,20.51,998,67.04,90.0,3500.0,India,0,9.0,2222.222222222222,0,1,0.998,1,0,Maruti,67.17434869739479,90.18036072144288,81.0,465000
2000.39,90000,Diesel,Individual,Manual,Third Owner,Mahindra,5,19.369999999999997,1248,81.86,160.0,2000.0,India,0,23.00999999999999,3000.0,0,0,1.248,1,0,Mahindra,65.59294871794872,128.2051282051282,529.4699999999996,160000
2005.0,120005,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz,5,11.1878,2982,198.5,450.1999999999998,1400.0,Germany,0,20.0,6000.25,1,0,2.982,1,0,Other,66.45463675929025,152.66462169400734,400.0,800000
2012.0,16830,Petrol,Individual,Manual,First Owner,Maruti,5,20.2,998,67.1,90.0,3500.0,India,0,13.0,1294.6153846153845,0,1,0.998,1,0,Maruti,67.23446893787575,90.18036072144288,169.0,260000
2013.0,70000,Diesel,Individual,Manual,First Owner,Mahindra,9,15.96,2523,63.0,180.0,1440.0,India,0,12.0,5833.333333333333,0,1,2.523,0,0,Mahindra,24.97027348394768,71.3436385255648,144.0,500000
2017.0,38000,Petrol,Individual,Manual,First Owner,Renault,5,23.01,999,67.0,91.0,4250.0,France,0,8.0,4750.0,0,1,0.999,1,0,Renault,67.06706706706707,91.09109109109109,64.0,325000
2013.0,80000,Diesel,Individual,Manual,First Owner,Mahindra,9,15.96,2523,63.0,180.0,1440.0,India,0,12.0,6666.666666666667,0,1,2.523,0,0,Mahindra,24.97027348394768,71.3436385255648,144.0,400000
2018.0,50000,Diesel,Individual,Manual,First Owner,Toyota,7,14.24,2755,174.5,420.0,1400.0,Japan,0,7.0,7142.857142857143,0,1,2.755,0,0,Toyota,63.3393829401089,152.45009074410163,49.0,3200000
2007.0,50000,Diesel,Individual,Manual,First Owner,Tata,5,17.88,1396,52.8,85.0,2500.0,India,0,18.0,2777.777777777778,0,1,1.396,1,0,Tata,37.82234957020057,71.07023411371237,324.0,200000
2013.0,52000,Diesel,Individual,Manual,First Owner,Mahindra,7,17.21,1493,100.0,240.0,1600.0,India,0,12.0,4333.333333333333,0,1,1.493,0,0,Mahindra,66.97923643670461,160.75016744809108,144.0,450000
2012.0,50000,Diesel,Individual,Manual,First Owner,Tata,5,17.0,1405,70.0,132.389775,2500.0,India,0,13.0,3846.153846153846,0,1,1.405,1,0,Tata,49.8220640569395,94.22759786476867,169.0,229999
2016.0,30000,Petrol,Individual,Manual,First Owner,Hyundai,5,21.1,814,55.2,74.5,4000.0,South Korea,0,9.0,3333.3333333333335,0,1,0.814,1,0,Hyundai,67.81326781326783,91.52334152334153,81.0,340000
2014.0,103000,Diesel,Individual,Manual,First Owner,Mahindra,7,15.96,2523,62.1,195.0,1400.0,India,0,11.0,9363.636363636364,0,1,2.523,0,0,Mahindra,24.613555291319855,77.28894173602853,121.0,550000
2010.0,80000,Petrol,Individual,Manual,Second Owner,Volkswagen,5,14.0,1595,102.0,147.09975,3800.0,Germany,0,15.0,5333.333333333333,0,0,1.595,1,0,Volkswagen,63.94984326018809,92.2255485893417,225.0,225000
2012.0,35000,Diesel,Individual,Manual,First Owner,Tata,5,23.03,1396,69.0,140.0,1800.0,India,0,13.0,2692.3076923076924,0,1,1.396,1,0,Tata,49.42693409742121,100.2865329512894,169.0,259000
2018.0,60000,Diesel,Individual,Automatic,First Owner,Toyota,7,15.04,2755,174.5,450.0,1600.0,Japan,0,7.0,8571.42857142857,1,1,2.755,0,0,Toyota,63.3393829401089,163.3393829401089,49.0,3200000
2018.0,30000,Diesel,Individual,Manual,First Owner,Mahindra,7,16.0,1997,140.0,320.0,1600.0,India,0,7.0,4285.714285714285,0,1,1.997,0,0,Mahindra,70.10515773660491,160.2403605408112,49.0,1400000
2015.0,40000,Petrol,Individual,Automatic,First Owner,Ford,5,17.01,1499,110.4,136.0,4250.0,USA,0,10.0,4000.0,1,1,1.499,1,0,Ford,73.64909939959973,90.72715143428952,100.0,416000
2011.0,70000,Diesel,Individual,Manual,First Owner,Tata,5,19.0,1248,90.0,200.0,1750.0,India,0,14.0,5000.0,0,1,1.248,1,0,Tata,72.11538461538461,160.25641025641025,196.0,250000
2010.0,120000,Diesel,Individual,Manual,First Owner,Tata,5,21.12,1248,88.8,200.0,1750.0,India,0,15.0,8000.0,0,1,1.248,1,0,Tata,71.15384615384615,160.25641025641025,225.0,210000
